id,qno,chapter,questionType,stem,optionA,optionB,optionC,optionD,optionE,correctAnswer,analysis,difficulty,source,isActive
q_00113,8,第一章 电力市场基础,multiple,"分布式电源一般以( )等形式接入电网,具体包括太阳能、天然气、生物质 能、风能、水能、氢能、地热能、海洋能、资源综合利用发电(含煤矿瓦斯发电)等类 型。",同步发电机,异步发电机 c.变流器,,整流器,,ABC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00114,119,第一章 电力市场基础,multiple,电化学储能设备主要分为( )三类,电源侧,电网侧,用户侧,售电侧 0,,ABC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00115,120,第一章 电力市场基础,multiple,储能按照能量转换机制主要分为( )三类,物理储能,化学储能,电化学储能,电磁储能,,ACD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00116,121,第一章 电力市场基础,multiple,"虚拟电厂是将( )有机结合,通过配套的调控技术和通信技术实现各类分布 式能源整合调控的载体",发电机组,可控负荷,分布式储能设施,售电公司,,ABC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00117,122,第一章 电力市场基础,multiple,发展分布式发电的领域包括( ),各类企业、工业园区、经济开发区,政府机关和事业单位的建筑物或设施,城市居民小区、住宅楼,农村地区村庄和乡镇,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00118,123,第一章 电力市场基础,multiple,分布式发电遵循的基本原则包括( ),因地制宜,清洁高效,分散布局,就近利用,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00119,124,第一章 电力市场基础,multiple,虚拟电厂主要采用的技术手段包括( ),数字化技术,控制技术,物联网技术,信息通信技术 -、不定项选择题,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00120,125,第一章 电力市场基础,multiple,负荷聚合商的主要盈利模式包括( )等,削峰,填谷,辅助服务,现货交易,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00121,126,第一章 电力市场基础,single,虚拟电厂是将( )、可控负荷和分布式储能设施有机结合,负荷聚合商,风电,光伏,分布式发电机组,,D,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00122,127,第一章 电力市场基础,single,下列不属于分布式电源主要采用的运营模式的是( ),自发自用,安全运行,电网调节,余量上网 O,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00123,128,第一章 电力市场基础,single,( )能够很好地协调大电网与分布式电源的技术矛盾,微电网,拥有独立电网的售电公司,负荷聚合商,虚拟电厂,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00124,129,第一章 电力市场基础,single,"2021年起,对新备案集中式光伏电站、工商业分布式光伏项目和新核准陆上风电 项目,实行平价上网,上网电价按( )执行",风电、光伏指导价,当地燃煤发电基准价,指导价+竟争性配置,当地市场交易平均价,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00125,130,第一章 电力市场基础,multiple,大规模储能技术具有的重要作用包括( ),平滑间歇性电源功率波动,"减小负荷峰谷差,提高设备利用率","增加备用容量,提高电网安全稳定性",加大电网峰谷差,,ABC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00126,131,第一章 电力市场基础,multiple,"电力系统应具备有功功率备用容量,包括( )",负荷备用,事故备用,检修备用,机组备用 ゜,,ABC,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00127,132,第一章 电力市场基础,single,"新能源的随机性、波动性,决定了新能源并网规模越大,协调平衡调节需求越 大。研究表明,当系统新能源电量占比达到10%时,系统调节需求将随新能源占比提高而 ( ),为保障电力系统安全稳定运行,需要大量的调节和储能电源",陡增,陡降,缓慢增长,缓慢下降,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00128,133,第一章 电力市场基础,multiple,虚拟电厂的发展一般包括( )三个阶段,邀约型虚拟电厂,响应型虚拟电厂,市场型虚拟电厂,跨空间自主调度型虚拟电厂,,ACD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00129,134,第一章 电力市场基础,multiple,"电力系统静态稳定计算分析包括( ),其目的是确定电力系统的稳定性和输电 断面(线路)的输送功率极限,检验在给定方式下的稳定储备",静态功角稳定计算分析,静态电压稳定计算分析,静态频率稳定计算分析,静态有功稳定计算分析,,AB,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00130,135,第一章 电力市场基础,multiple,分布式发电机组接入配电网的积极作用包括( ),弥补大电网在安全稳定性方面的不足,操作控制相对简单,减少、延缓大型集中发电厂与输配电系统投资,就近供电,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00131,136,第一章 电力市场基础,multiple,( )和( )是目前实现分布式电源并网最具创造力和吸引力的形式,储能装置,配电网,虚拟电厂,微网,,CD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00132,137,第一章 电力市场基础,short,"根据《以沙漠、戈壁、荒漠地区为重点的大型风电光伏基地规划布局方案》 (发改 基础〔2022〕 195号), ""十四五"" ""十五五""时期规划建设风光基地总装机分别约为 ( ) kw",,,,,,,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00133,2,第一章 电力市场基础,single,"5亿, 3亿",,"2亿,",,,,,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00134,2,第一章 电力市场基础,single,55亿,,,"2亿, 3亿",,,,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00135,2,第一章 电力市场基础,short,"55亿, 3亿",,,,,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00136,138,第一章 电力市场基础,multiple,"与现有电力系统相比,新型电力系统在内部电气特征上将( )转变",由高碳电力系统向深度低碳或零碳电力系统,由以机械电磁系统为主向以电力电子器件为主,由确定性可控连续电源向不确定性随机波动电源,由高转动惯量系统向弱转动惯量系统 O,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00137,139,第一章 电力市场基础,single,"根据《国家发展改革委办公厅国家能源局综合司关于进一步推动新型储能参与电 力市场和调度运用的通知》 (发改办运行〔2022〕 475号),独立储能电站向电网送电的,其 相应( )不承担输配电价和政府性基金及附加",充电电量,放电电量,充电电量和放电电量,储能电量 -、不定项选择题,,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00138,140,第一章 电力市场基础,single,"根据《国家发展改革委办公厅国家能源局综合司关于进一步推动新型储能参与电 力市场和调度运用的通知》 (发改办运行〔2022〕 475号),鼓励独立储能按照辅助服务市场 规则或辅助服务管理细则,提供有功平衡服务、无功平衡服务和事故应急及恢复服务等辅 助服务,以及在电网事故时提供( )",稳定切机服务,爬坡服务,快速无功响应服务,快速有功响应服务,,D,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00139,141,第一章 电力市场基础,single,"根据《国家发展改革委办公厅国家能源局综合司关于进一步推动新型储能参与电 力市场和调度运用的通知》 (发改办运行〔2022〕 475号),要坚持以( )为主优化储能 调度运行",政府主导方式,市场化方式,用户自主方式,电网统一调度方式,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00140,142,第一章 电力市场基础,single,"根据《国家发展改革委办公厅国家能源局综合司关于进一步推动新型储能参与电 力市场和调度运用的通知》 (发改办运行〔2022〕 475号),根据各地实际情况,鼓励进一步 拉大电力中长期市场、现货市场上下限价格,引导主动配置( )新型储能,增加 )储能获取收益渠道 (","用户侧,用户侧","电网侧,电网侧","用户侧,电网侧","电网侧,用户侧",,A,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00141,143,第一章 电力市场基础,single,"根据《国家发展改革委办公厅国家能源局综合司关于进一步推动新型储能参与电 力市场和调度运用的通知》 (发改办运行〔2022〕 475号),鼓励用户采用储能技术减少自身 )用电需求,减少接入电力系统的增容投资 (",尖峰,高峰 c.平段,,低谷 ゜,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00142,144,第一章 电力市场基础,single,"根据《国家发展改革委办公厅国家能源局综合司关于进一步推动新型储能参与电 力市场和调度运用的通知》 (发改办运行〔2022〕 475号),研究建立电网侧独立储能电站 ),逐步推动电站参与电力市场 (",节点电价机制,容量电价机制,容量成本回收机制,容量保障机制,,B,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00143,145,第一章 电力市场基础,single,电力需求侧管理的实施手段以( )为中心,引导手段,技术手段,经济手段,政策手段,,C,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00144,146,第一章 电力市场基础,multiple,"碳捕捉和封存(CCS)是将工业和有关能源产业产生的CO2分离出来,并用各种方 法储存以避免其排放到大气中的一种技术。碳捕捉技术主要包括( )",吸收分离法,吸附分离法,膜分离法,冷凝法,,ABCD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00145,147,第一章 电力市场基础,multiple,"根据《湖南省新型储能容量市场化交易试点方案》 (湘发改能源〔2020〕 1051 号),容量市场交易方式包括( )",挂牌交易,滚动撮合,集中竟价,双边协商,,ACD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00146,148,第一章 电力市场基础,multiple,"根据《""十四五""现代能源体系规划》 (发改能源〔2022〕 210号),全面推进风电 和太阳能发电大规模开发和高质量发展,优先就地就近开发利用,加快负荷中心及周边地 区( )建设,推广应用低风速风电技术",分散式风电,分布式光伏,用户侧储能,分散式光伏 ゜,,AB,暂无解析,未设置,电力交易题库_结构化初版.docx,true
q_00147,149,第一章 电力市场基础,multiple,"分布式能源是利用小型设备向用户提供能源供应的新型能源利用方式,包括 ( )",电网企业,电力用户,售电公司,电力需求侧管理服务机构,,ABD,暂无解析,未设置,电力交易题库_结构化初版.docx,true
